PlantID,PlantName,Accession,ClonalGroup,Replicate,AccessionID,ExperimentID,User,GrowthLocation,TrayPosition,PlantingDate,IntoChamberDate,EmergenceDate,EarEmergenceDate,variable,value,measurement_date
28545,BdTR13a_R2F,BdTR13a,Clone7,2,754,BVZ0049,SRE,NCRIS-5,13D1,2015-09-14,2015-09-21,2015-09-27,2016-03-07,Growth Stage,3.2,2015-10-28
28546,BdTR1e_R2F,BdTR1e,Clone1,2,651,BVZ0049,SRE,NCRIS-5,13D2,2015-09-14,2015-09-21,2015-09-27,2016-03-13,Growth Stage,2.9,2015-10-28
28547,GUL1-2_R1F,GUL1-2,HYB1,1,367,BVZ0049,SRE,NCRIS-5,13D3,2015-09-14,2015-09-21,2015-09-27,2016-03-04,Growth Stage,2.7,2015-10-28
28548,BdTR10h_R2F,BdTR10h,Clone5,2,735,BVZ0049,SRE,NCRIS-5,13D4,2015-09-14,2015-09-21,2015-09-27,2016-03-16,Growth Stage,2.9,2015-10-28
28549,BdTR5c_R1F,BdTR5c,Clone3,1,697,BVZ0049,SRE,NCRIS-5,14A1,2015-09-14,2015-09-21,2015-09-27,2016-04-04,Growth Stage,2.6,2015-10-28
28550,BdTR3s_R1F,BdTR3s,Clone2,1,693,BVZ0049,SRE,NCRIS-5,14A2,2015-09-14,2015-09-21,2015-09-27,2016-03-13,Growth Stage,3.2,2015-10-28
28551,Bd21_R8F,Bd21,Bd21,8,4741,BVZ0049,SRE,NCRIS-5,14A3,2015-09-14,2015-09-21,2015-09-27,2016-03-04,Growth Stage,2.7,2015-10-28
28552,SLK7_R3F,SLK7,HYB1,3,548,BVZ0049,SRE,NCRIS-5,14A4,2015-09-14,2015-09-21,2015-09-27,2016-03-02,Growth Stage,2.8,2015-10-28
28553,MEL8_R1F,MEL8,HYB1,1,469,BVZ0049,SRE,NCRIS-5,14A5,2015-09-14,2015-09-21,2015-09-27,2016-03-01,Growth Stage,2.9,2015-10-28
28554,BdTR13g_R2F,BdTR13g,Clone7,2,760,BVZ0049,SRE,NCRIS-5,14B1,2015-09-14,2015-09-21,2015-09-27,2016-03-08,Growth Stage,3.3,2015-10-28
28555,BdTR3n_R1F,BdTR3n,Clone2,1,689,BVZ0049,SRE,NCRIS-5,14B2,2015-09-14,2015-09-21,2015-09-27,2016-03-13,Growth Stage,2.9,2015-10-28
28556,BdTR9f_R3F,BdTR9f,Clone4,3,721,BVZ0049,SRE,NCRIS-5,14B3,2015-09-14,2015-09-21,2015-09-27,2016-03-25,Growth Stage,2.7,2015-10-28
28557,BdTR3r_R1F,BdTR3r,Clone2,1,692,BVZ0049,SRE,NCRIS-5,14B4,2015-09-14,2015-09-21,2015-09-27,2016-03-13,Growth Stage,2.9,2015-10-28
28558,KEI5_R2F,KEI5,HYB2,2,426,BVZ0049,SRE,NCRIS-5,14B5,2015-09-14,2015-09-21,2015-09-27,2016-03-02,Growth Stage,2.9,2015-10-28
28559,Bd21_R6F,Bd21,Bd21,6,4741,BVZ0049,SRE,NCRIS-5,14C1,2015-09-14,2015-09-21,2015-09-27,2016-03-04,Growth Stage,2.8,2015-10-28
28560,Bd21_R3F,Bd21,Bd21,3,4741,BVZ0049,SRE,NCRIS-5,14C2,2015-09-14,2015-09-21,2015-09-27,2016-03-08,Growth Stage,2.8,2015-10-28
28561,MEL8_R2F,MEL8,HYB1,2,469,BVZ0049,SRE,NCRIS-5,14C3,2015-09-14,2015-09-21,2015-09-27,2016-03-04,Growth Stage,2.5,2015-10-28
28562,BdTR2p_R2F,BdTR2p,Clone1,2,674,BVZ0049,SRE,NCRIS-5,14C4,2015-09-14,2015-09-21,2015-09-27,2016-03-08,Growth Stage,2.9,2015-10-28
28563,BdTR3i_R1F,BdTR3i,Clone2,1,685,BVZ0049,SRE,NCRIS-5,14C5,2015-09-14,2015-09-21,2015-09-27,2016-03-11,Growth Stage,3.1,2015-10-28
28564,GUL3-8_R2F,GUL3-8,HYB1,2,389,BVZ0049,SRE,NCRIS-5,14D1,2015-09-14,2015-09-21,2015-09-27,2016-03-04,Growth Stage,2.7,2015-10-28
28565,BdTR1a_R1F,BdTR1a,Clone1,1,647,BVZ0049,SRE,NCRIS-5,14D2,2015-09-14,2015-09-21,2015-09-27,2016-03-09,Growth Stage,2.9,2015-10-28
28566,BdTR11d_R1F,BdTR11d,Clone6,1,745,BVZ0049,SRE,NCRIS-5,14D3,2015-09-14,2015-09-21,2015-09-27,2016-03-08,Growth Stage,2.7,2015-10-28
28567,BdTR2c_R3F,BdTR2c,Clone1,3,662,BVZ0049,SRE,NCRIS-5,14D4,2015-09-14,2015-09-21,2015-09-27,2016-03-08,Growth Stage,2.9,2015-10-28
28568,Bd21_R5F,Bd21,Bd21,5,4741,BVZ0049,SRE,NCRIS-5,15A2,2015-09-14,2015-09-21,2015-09-27,2016-03-04,Growth Stage,2.6,2015-10-28
28569,BdTR5b_R3F,BdTR5b,Clone3,3,696,BVZ0049,SRE,NCRIS-5,15A3,2015-09-14,2015-09-21,2015-09-27,2016-04-04,Growth Stage,2.5,2015-10-28
28570,BdTR13c_R1F,BdTR13c,Clone7,1,756,BVZ0049,SRE,NCRIS-5,15A4,2015-09-14,2015-09-21,2015-09-27,2016-03-02,Growth Stage,3.2,2015-10-28
28571,BdTR11h_R3F,BdTR11h,Clone6,3,749,BVZ0049,SRE,NCRIS-5,15A5,2015-09-14,2015-09-21,2015-09-27,2016-03-08,Growth Stage,2.9,2015-10-28
28572,BdTR13c_R3F,BdTR13c,Clone7,3,756,BVZ0049,SRE,NCRIS-5,15B1,2015-09-14,2015-09-21,2015-09-27,2016-03-02,Growth Stage,3.1,2015-10-28
28573,GWW10_R1F,GWW10,HYB1,1,397,BVZ0049,SRE,NCRIS-5,15B2,2015-09-14,2015-09-21,2015-09-27,2016-03-04,Growth Stage,2.7,2015-10-28
28574,BRO1-1_R3F,BRO1-1,HYB1,3,278,BVZ0049,SRE,NCRIS-5,15B3,2015-09-14,2015-09-21,2015-09-27,2016-03-13,Growth Stage,2.5,2015-10-28
28575,BdTR2n_R3F,BdTR2n,Clone1,3,672,BVZ0049,SRE,NCRIS-5,15B4,2015-09-14,2015-09-21,2015-09-27,2016-03-13,Growth Stage,2.6,2015-10-28
28576,BdTR1b_R2F,BdTR1b,Clone1,2,648,BVZ0049,SRE,NCRIS-5,15B5,2015-09-14,2015-09-21,2015-09-27,2016-03-13,Growth Stage,2.8,2015-10-28
28577,BdTR1j_R2F,BdTR1j,Clone1,2,656,BVZ0049,SRE,NCRIS-5,15C1,2015-09-14,2015-09-21,2015-09-27,2016-03-09,Growth Stage,2.9,2015-10-28
28578,BdTR2k_R2F,BdTR2k,Clone1,2,670,BVZ0049,SRE,NCRIS-5,15C2,2015-09-14,2015-09-21,2015-09-27,2016-03-13,Growth Stage,2.9,2015-10-28
28579,BdTR9k_R2F,BdTR9k,Clone4,2,726,BVZ0049,SRE,NCRIS-5,15C3,2015-09-14,2015-09-21,2015-09-27,2016-03-11,Growth Stage,3.1,2015-10-28
28580,BdTR1k_R1F,BdTR1k,Clone1,1,657,BVZ0049,SRE,NCRIS-5,15C4,2015-09-14,2015-09-21,2015-09-27,2016-03-13,Growth Stage,2.7,2015-10-28
28581,BdTR3e_R1F,BdTR3e,Clone2,1,681,BVZ0049,SRE,NCRIS-5,15C5,2015-09-14,2015-09-21,2015-09-27,2016-03-15,Growth Stage,2.9,2015-10-28
28582,BdTR2r_R2F,BdTR2r,Clone1,2,675,BVZ0049,SRE,NCRIS-5,15D1,2015-09-14,2015-09-21,2015-09-27,2016-03-13,Growth Stage,2.9,2015-10-28
28583,BdTR5n_R3F,BdTR5n,Clone3,3,707,BVZ0049,SRE,NCRIS-5,15D2,2015-09-14,2015-09-21,2015-09-27,2016-04-06,Growth Stage,2.5,2015-10-28
28584,BdTR1e_R1F,BdTR1e,Clone1,1,651,BVZ0049,SRE,NCRIS-5,15D3,2015-09-14,2015-09-21,2015-09-27,2016-03-15,Growth Stage,3.3,2015-10-28
28585,BLA1_R3F,BLA1,HYB1,3,252,BVZ0049,SRE,NCRIS-5,15D4,2015-09-14,2015-09-21,2015-09-28,2016-03-04,Growth Stage,2.6,2015-10-28
28586,BdTR2s_R1F,BdTR2s,Clone1,1,676,BVZ0049,SRE,NCRIS-5,16A1,2015-09-14,2015-09-21,2015-09-27,2016-03-13,Growth Stage,2.9,2015-10-28
28587,BdTR1h_R3F,BdTR1h,Clone1,3,654,BVZ0049,SRE,NCRIS-5,16A2,2015-09-14,2015-09-21,2015-09-27,2016-03-13,Growth Stage,2.7,2015-10-28
28588,BdTR10d_R3F,BdTR10d,Clone5,3,731,BVZ0049,SRE,NCRIS-5,16A3,2015-09-14,2015-09-21,2015-09-27,2016-03-16,Growth Stage,2.7,2015-10-28
28589,KEI1_R1F,KEI1,HYB2,1,422,BVZ0049,SRE,NCRIS-5,16A4,2015-09-14,2015-09-21,2015-09-27,2016-03-08,Growth Stage,2.9,2015-10-28
28590,BdTR1e_R3F,BdTR1e,Clone1,3,651,BVZ0049,SRE,NCRIS-5,16A5,2015-09-14,2015-09-21,2015-09-27,2016-03-11,Growth Stage,2.9,2015-10-28
28591,BdTR2d_R3F,BdTR2d,Clone1,3,663,BVZ0049,SRE,NCRIS-5,16B1,2015-09-14,2015-09-21,2015-09-27,2016-03-09,Growth Stage,2.9,2015-10-28
28592,BdTR1f_R2F,BdTR1f,Clone1,2,652,BVZ0049,SRE,NCRIS-5,16B2,2015-09-14,2015-09-21,2015-09-27,2016-03-13,Growth Stage,2.7,2015-10-28
28593,BdTR1f_R3F,BdTR1f,Clone1,3,652,BVZ0049,SRE,NCRIS-5,16B3,2015-09-14,2015-09-21,2015-09-27,2016-03-16,Growth Stage,2.6,2015-10-28
28594,BdTR2k_R3F,BdTR2k,Clone1,3,670,BVZ0049,SRE,NCRIS-5,16B4,2015-09-14,2015-09-21,2015-09-27,2016-03-13,Growth Stage,2.7,2015-10-28
28595,BdTR10e_R3F,BdTR10e,Clone5,3,732,BVZ0049,SRE,NCRIS-5,16B5,2015-09-14,2015-09-21,2015-09-27,2016-03-16,Growth Stage,2.7,2015-10-28
28596,ELI1_R2F,ELI1,HYB1,2,342,BVZ0049,SRE,NCRIS-5,16C1,2015-09-14,2015-09-21,2015-09-27,2016-03-04,Growth Stage,2.6,2015-10-28
28597,BdTR3m_R1F,BdTR3m,Clone2,1,688,BVZ0049,SRE,NCRIS-5,16C2,2015-09-14,2015-09-21,2015-09-27,2016-03-13,Growth Stage,2.8,2015-10-28
28598,BdTR1j_R1F,BdTR1j,Clone1,1,656,BVZ0049,SRE,NCRIS-5,16C3,2015-09-14,2015-09-21,2015-09-27,2016-03-15,Growth Stage,2.9,2015-10-28
28599,KEI5_R3F,KEI5,HYB2,3,426,BVZ0049,SRE,NCRIS-5,16C4,2015-09-14,2015-09-21,2015-09-27,2016-03-02,Growth Stage,2.7,2015-10-28
28600,BdTR10h_R3F,BdTR10h,Clone5,3,735,BVZ0049,SRE,NCRIS-5,16C5,2015-09-14,2015-09-21,2015-09-27,2016-03-13,Growth Stage,2.9,2015-10-28
28601,BdTR9g_R3F,BdTR9g,Clone4,3,722,BVZ0049,SRE,NCRIS-5,16D1,2015-09-14,2015-09-21,2015-09-27,2016-03-04,Growth Stage,3,2015-10-28
28602,ELI1_R3F,ELI1,HYB1,3,342,BVZ0049,SRE,NCRIS-5,16D2,2015-09-14,2015-09-21,2015-09-27,2016-03-01,Growth Stage,2.6,2015-10-28
28603,BdTR10o_R1F,BdTR10o,Clone5,1,741,BVZ0049,SRE,NCRIS-5,16D3,2015-09-14,2015-09-21,2015-09-27,2016-03-15,Growth Stage,2.9,2015-10-28
28604,GWW10_R2F,GWW10,HYB1,2,397,BVZ0049,SRE,NCRIS-5,16D4,2015-09-14,2015-09-21,2015-09-27,2016-03-04,Growth Stage,2.9,2015-10-28
28303,BdTR9b_R3F,BdTR9b,Clone4,3,718,BVZ0049,SRE,NCRIS-5,1A1,2015-09-14,2015-09-21,2015-09-27,2016-03-13,Growth Stage,3.1,2015-10-30
28304,BdTR3d_R2F,BdTR3d,Clone2,2,680,BVZ0049,SRE,NCRIS-5,1A2,2015-09-14,2015-09-21,2015-09-27,2016-03-11,Growth Stage,3.3,2015-10-30
28305,BdTR5g_R1F,BdTR5g,Clone3,1,701,BVZ0049,SRE,NCRIS-5,1A3,2015-09-14,2015-09-21,2015-09-27,2016-03-29,Growth Stage,2.6,2015-10-30
28306,BdTR9f_R1F,BdTR9f,Clone4,1,721,BVZ0049,SRE,NCRIS-5,1A4,2015-09-14,2015-09-21,2015-09-27,2016-03-19,Growth Stage,3,2015-10-30
28307,BdTR13i_R1F,BdTR13i,Clone7,1,762,BVZ0049,SRE,NCRIS-5,1A5,2015-09-14,2015-09-21,2015-09-27,2016-03-07,Growth Stage,3.3,2015-10-30
28308,BdTR11h_R1F,BdTR11h,Clone6,1,749,BVZ0049,SRE,NCRIS-5,1B1,2015-09-14,2015-09-21,2015-09-27,2016-03-04,Growth Stage,3,2015-10-30
28309,BdTR2c_R1F,BdTR2c,Clone1,1,662,BVZ0049,SRE,NCRIS-5,1B2,2015-09-14,2015-09-21,2015-09-27,2016-03-11,Growth Stage,3,2015-10-30
28310,BdTR11h_R2F,BdTR11h,Clone6,2,749,BVZ0049,SRE,NCRIS-5,1B3,2015-09-14,2015-09-21,2015-09-27,2016-03-09,Growth Stage,2.7,2015-10-30
28311,KEI1_R3F,KEI1,HYB2,3,422,BVZ0049,SRE,NCRIS-5,1B4,2015-09-14,2015-09-21,2015-09-28,2016-03-07,Growth Stage,2.5,2015-10-30
28312,BdTR2b_R1F,BdTR2b,Clone1,1,661,BVZ0049,SRE,NCRIS-5,1B5,2015-09-14,2015-09-21,2015-09-27,2016-03-07,Growth Stage,2.9,2015-10-30
28313,BdTR9b_R2F,BdTR9b,Clone4,2,718,BVZ0049,SRE,NCRIS-5,1C1,2015-09-14,2015-09-21,2015-09-27,2016-03-18,Growth Stage,3,2015-10-30
28314,BdTR11d_R2F,BdTR11d,Clone6,2,745,BVZ0049,SRE,NCRIS-5,1C2,2015-09-14,2015-09-21,2015-09-27,2016-03-08,Growth Stage,2.6,2015-10-30
28315,BdTR3s_R2F,BdTR3s,Clone2,2,693,BVZ0049,SRE,NCRIS-5,1C3,2015-09-14,2015-09-21,2015-09-27,2016-03-13,Growth Stage,3.2,2015-10-30
28316,BRO1-1_R2F,BRO1-1,HYB1,2,278,BVZ0049,SRE,NCRIS-5,1C4,2015-09-14,2015-09-21,2015-09-27,2016-03-08,Growth Stage,2.7,2015-10-30
28317,BdTR10c_R1F,BdTR10c,Clone5,1,730,BVZ0049,SRE,NCRIS-5,1C5,2015-09-14,2015-09-21,2015-09-27,2016-03-13,Growth Stage,3.1,2015-10-30
28318,BdTR3d_R1F,BdTR3d,Clone2,1,680,BVZ0049,SRE,NCRIS-5,1D1,2015-09-14,2015-09-21,2015-09-27,2016-03-11,Growth Stage,3.1,2015-10-30
28319,BdTR3e_R2F,BdTR3e,Clone2,2,681,BVZ0049,SRE,NCRIS-5,1D2,2015-09-14,2015-09-21,2015-09-27,2016-03-15,Growth Stage,3.1,2015-10-30
28320,BdTR10f_R1F,BdTR10f,Clone4,1,733,BVZ0049,SRE,NCRIS-5,1D3,2015-09-14,2015-09-21,2015-09-27,2016-03-15,Growth Stage,3.3,2015-10-30
28321,BdTR5g_R3F,BdTR5g,Clone3,3,701,BVZ0049,SRE,NCRIS-5,1D4,2015-09-14,2015-09-21,2015-09-27,2016-03-29,Growth Stage,2.7,2015-10-30
28322,BdTR2g_R1F,BdTR2g,Clone1,1,666,BVZ0049,SRE,NCRIS-5,2A1,2015-09-14,2015-09-21,2015-09-27,2016-03-13,Growth Stage,3.1,2015-10-30
28323,BdTR2n_R1F,BdTR2n,Clone1,1,672,BVZ0049,SRE,NCRIS-5,2A2,2015-09-14,2015-09-21,2015-09-27,2016-03-11,Growth Stage,2.9,2015-10-30
28324,BdTR3c_R2F,BdTR3c,Clone2,2,679,BVZ0049,SRE,NCRIS-5,2A3,2015-09-14,2015-09-21,2015-09-27,2016-03-11,Growth Stage,3.2,2015-10-30
28325,BdTR3i_R2F,BdTR3i,Clone2,2,685,BVZ0049,SRE,NCRIS-5,2A4,2015-09-14,2015-09-21,2015-09-27,2016-03-13,Growth Stage,3.2,2015-10-30
28326,BdTR3r_R3F,BdTR3r,Clone2,3,692,BVZ0049,SRE,NCRIS-5,2A5,2015-09-14,2015-09-21,2015-09-27,2016-03-13,Growth Stage,3.1,2015-10-30
28327,BdTR5j_R3F,BdTR5j,Clone3,3,704,BVZ0049,SRE,NCRIS-5,2B1,2015-09-14,2015-09-21,2015-09-27,2016-03-29,Growth Stage,2.9,2015-10-30
28328,Bd21_R16F,Bd21,Bd21,16,4741,BVZ0049,SRE,NCRIS-5,2B2,2015-09-14,2015-09-21,2015-09-27,2016-03-04,Growth Stage,3,2015-10-30
28329,BdTR10i_R3F,BdTR10i,Clone5,3,736,BVZ0049,SRE,NCRIS-5,2B3,2015-09-14,2015-09-21,2015-09-27,2016-03-13,Growth Stage,3.5,2015-10-30
28330,BdTR13g_R1F,BdTR13g,Clone7,1,760,BVZ0049,SRE,NCRIS-5,2B4,2015-09-14,2015-09-21,2015-09-27,2016-03-04,Growth Stage,3.5,2015-10-30
28331,BdTR9g_R2F,BdTR9g,Clone4,2,722,BVZ0049,SRE,NCRIS-5,2B5,2015-09-14,2015-09-21,2015-09-27,2016-03-25,Growth Stage,2.7,2015-10-30
28332,BdTR13c_R2F,BdTR13c,Clone7,2,756,BVZ0049,SRE,NCRIS-5,2C1,2015-09-14,2015-09-21,2015-09-27,2016-03-04,Growth Stage,3.5,2015-10-30
28333,ELI10_R2F,ELI10,HYB1,2,349,BVZ0049,SRE,NCRIS-5,2C2,2015-09-14,2015-09-21,2015-09-27,2016-03-04,Growth Stage,3.1,2015-10-30
28334,BdTR11f_R3F,BdTR11f,Clone6,3,747,BVZ0049,SRE,NCRIS-5,2C3,2015-09-14,2015-09-21,2015-09-27,2016-03-09,Growth Stage,3,2015-10-30
28335,BLA1_R2F,BLA1,HYB1,2,252,BVZ0049,SRE,NCRIS-5,2C4,2015-09-14,2015-09-21,2015-09-27,2016-03-04,Growth Stage,2.8,2015-10-30
28336,BdTR1f_R1F,BdTR1f,Clone1,1,652,BVZ0049,SRE,NCRIS-5,2C5,2015-09-14,2015-09-21,2015-09-27,2016-03-11,Growth Stage,3.1,2015-10-30
28337,BdTR10g_R3F,BdTR10g,Clone5,3,734,BVZ0049,SRE,NCRIS-5,2D1,2015-09-14,2015-09-21,2015-09-27,2016-03-19,Growth Stage,3.1,2015-10-30
28338,BdTR3f_R2F,BdTR3f,Clone2,2,682,BVZ0049,SRE,NCRIS-5,2D2,2015-09-14,2015-09-21,2015-09-27,2016-03-09,Growth Stage,3.4,2015-10-30
28339,KEI5_R1F,KEI5,HYB2,1,426,BVZ0049,SRE,NCRIS-5,2D3,2015-09-14,2015-09-21,2015-09-27,2016-03-04,Growth Stage,3,2015-10-30
28340,EGL7_R2F,EGL7,HYB1,2,338,BVZ0049,SRE,NCRIS-5,2D4,2015-09-14,2015-09-21,2015-09-27,2016-03-04,Growth Stage,2.9,2015-10-30
28341,BdTR3k_R1F,BdTR3k,Clone2,1,687,BVZ0049,SRE,NCRIS-5,3A1,2015-09-14,2015-09-21,2015-09-27,2016-03-11,Growth Stage,2.7,2015-10-30
28342,Bd21_R11F,Bd21,Bd21,11,4741,BVZ0049,SRE,NCRIS-5,3A2,2015-09-14,2015-09-21,2015-09-27,2016-03-11,Growth Stage,3,2015-10-30
28343,BdTR5i_R1F,BdTR5i,Clone3,1,703,BVZ0049,SRE,NCRIS-5,3A3,2015-09-14,2015-09-21,2015-09-27,2016-04-03,Growth Stage,2.9,2015-10-30
28344,BdTR5a_R3F,BdTR5a,Clone3,3,695,BVZ0049,SRE,NCRIS-5,3A4,2015-09-14,2015-09-21,2015-09-27,2016-04-02,Growth Stage,2.7,2015-10-30
28345,GUL3-8_R1F,GUL3-8,HYB1,1,389,BVZ0049,SRE,NCRIS-5,3A5,2015-09-14,2015-09-21,2015-09-27,2016-03-04,Growth Stage,2.9,2015-10-30
28346,BdTR10n_R2F,BdTR10n,Clone6,2,740,BVZ0049,SRE,NCRIS-5,3B1,2015-09-14,2015-09-21,2015-09-27,2016-03-08,Growth Stage,2.7,2015-10-30
28347,BdTR2d_R2F,BdTR2d,Clone1,2,663,BVZ0049,SRE,NCRIS-5,3B2,2015-09-14,2015-09-21,2015-09-27,2016-03-09,Growth Stage,3.3,2015-10-30
28348,BdTR1j_R3F,BdTR1j,Clone1,3,656,BVZ0049,SRE,NCRIS-5,3B3,2015-09-14,2015-09-21,2015-09-27,2016-03-11,Growth Stage,2.9,2015-10-30
28349,BdTR3f_R3F,BdTR3f,Clone2,3,682,BVZ0049,SRE,NCRIS-5,3B4,2015-09-14,2015-09-21,2015-09-27,2016-03-11,Growth Stage,3.4,2015-10-30
28350,Bd21_R2F,Bd21,Bd21,2,4741,BVZ0049,SRE,NCRIS-5,3B5,2015-09-14,2015-09-21,2015-09-27,2016-03-07,Growth Stage,3.1,2015-10-30
28351,BdTR5g_R2F,BdTR5g,Clone3,2,701,BVZ0049,SRE,NCRIS-5,3C1,2015-09-14,2015-09-21,2015-09-27,2016-03-30,Growth Stage,2.7,2015-10-30
28352,BdTR13j_R2F,BdTR13j,Clone7,2,763,BVZ0049,SRE,NCRIS-5,3C2,2015-09-14,2015-09-21,2015-09-27,2016-03-04,Growth Stage,3.3,2015-10-30
28353,BdTR2b_R2F,BdTR2b,Clone1,2,661,BVZ0049,SRE,NCRIS-5,3C3,2015-09-14,2015-09-21,2015-09-27,2016-03-09,Growth Stage,3.2,2015-10-30
28354,BdTR13k_R2F,BdTR13k,Clone7,2,764,BVZ0049,SRE,NCRIS-5,3C4,2015-09-14,2015-09-21,2015-09-27,2016-03-04,Growth Stage,3.4,2015-10-30
28355,BdTR3k_R3F,BdTR3k,Clone2,3,687,BVZ0049,SRE,NCRIS-5,3C5,2015-09-14,2015-09-21,2015-09-27,2016-03-16,Growth Stage,3.2,2015-10-30
28356,BdTR9b_R1F,BdTR9b,Clone4,1,718,BVZ0049,SRE,NCRIS-5,3D1,2015-09-14,2015-09-21,2015-09-27,2016-03-21,Growth Stage,3.1,2015-10-30
28357,BdTR5m_R2F,BdTR5m,Clone3,2,706,BVZ0049,SRE,NCRIS-5,3D2,2015-09-14,2015-09-21,2015-09-27,2016-03-31,Growth Stage,2.7,2015-10-30
28358,BdTR11g_R3F,BdTR11g,Clone6,3,748,BVZ0049,SRE,NCRIS-5,3D3,2015-09-14,2015-09-21,2015-09-27,2016-03-08,Growth Stage,3.1,2015-10-30
28359,BdTR1n_R3F,BdTR1n,Clone1,3,659,BVZ0049,SRE,NCRIS-5,3D4,2015-09-14,2015-09-21,2015-09-27,2016-03-11,Growth Stage,3.1,2015-10-30
28360,BdTR9f_R2F,BdTR9f,Clone4,2,721,BVZ0049,SRE,NCRIS-5,4A1,2015-09-14,2015-09-21,2015-09-27,2016-03-18,Growth Stage,3.2,2015-10-30
28361,BdTR13a_R1F,BdTR13a,Clone7,1,754,BVZ0049,SRE,NCRIS-5,4A2,2015-09-14,2015-09-21,2015-09-27,2016-03-04,Growth Stage,3.3,2015-10-30
28362,BdTR2b_R3F,BdTR2b,Clone1,3,661,BVZ0049,SRE,NCRIS-5,4A3,2015-09-14,2015-09-21,2015-09-27,2016-03-13,Growth Stage,2.9,2015-10-30
28363,BdTR5n_R1F,BdTR5n,Clone3,1,707,BVZ0049,SRE,NCRIS-5,4A4,2015-09-14,2015-09-21,2015-09-27,2016-04-02,Growth Stage,2.7,2015-10-30
28364,BdTR11i_R3F,BdTR11i,Clone6,3,750,BVZ0049,SRE,NCRIS-5,4A5,2015-09-14,2015-09-21,2015-09-28,2016-03-11,Growth Stage,3.1,2015-10-30
28365,BdTR10b_R3F,BdTR10b,Clone5,3,729,BVZ0049,SRE,NCRIS-5,4B1,2015-09-14,2015-09-21,2015-09-27,2016-03-16,Growth Stage,3.1,2015-10-30
28366,BdTR5f_R2F,BdTR5f,Clone3,2,700,BVZ0049,SRE,NCRIS-5,4B2,2015-09-14,2015-09-21,2015-09-27,2016-03-30,Growth Stage,2.6,2015-10-30
28367,BdTR5c_R3F,BdTR5c,Clone3,3,697,BVZ0049,SRE,NCRIS-5,4B3,2015-09-14,2015-09-21,2015-09-27,2016-04-04,Growth Stage,2.7,2015-10-30
28368,BdTR3h_R1F,BdTR3h,Clone2,1,684,BVZ0049,SRE,NCRIS-5,4B4,2015-09-14,2015-09-21,2015-09-27,2016-03-11,Growth Stage,3.2,2015-10-30
28369,BdTR3j_R3F,BdTR3j,Clone2,3,686,BVZ0049,SRE,NCRIS-5,4B5,2015-09-14,2015-09-21,2015-09-27,2016-03-19,Growth Stage,3,2015-10-30
28370,BdTR5e_R3F,BdTR5e,Clone3,3,699,BVZ0049,SRE,NCRIS-5,4C1,2015-09-14,2015-09-21,2015-09-27,2016-04-01,Growth Stage,2.7,2015-10-30
28371,BdTR10n_R1F,BdTR10n,Clone6,1,740,BVZ0049,SRE,NCRIS-5,4C2,2015-09-14,2015-09-21,2015-09-28,2016-03-09,Growth Stage,2.3,2015-10-30
28372,BdTR10c_R3F,BdTR10c,Clone5,3,730,BVZ0049,SRE,NCRIS-5,4C3,2015-09-14,2015-09-21,2015-09-27,2016-03-15,Growth Stage,3.2,2015-10-30
28373,BdTR2h_R3F,BdTR2h,Clone1,3,667,BVZ0049,SRE,NCRIS-5,4C4,2015-09-14,2015-09-21,2015-09-27,2016-03-11,Growth Stage,3,2015-10-30
28374,BdTR2j_R2F,BdTR2j,Clone1,2,669,BVZ0049,SRE,NCRIS-5,4C5,2015-09-14,2015-09-21,2015-09-27,2016-03-09,Growth Stage,2.9,2015-10-30
28375,BdTR5j_R1F,BdTR5j,Clone3,1,704,BVZ0049,SRE,NCRIS-5,4D1,2015-09-14,2015-09-21,2015-09-27,2016-03-29,Growth Stage,2.7,2015-10-30
28376,BdTR11g_R2F,BdTR11g,Clone6,2,748,BVZ0049,SRE,NCRIS-5,4D2,2015-09-14,2015-09-21,2015-09-27,2016-03-08,Growth Stage,3,2015-10-30
28377,BdTR3t_R1F,BdTR3t,Clone2,1,694,BVZ0049,SRE,NCRIS-5,4D3,2015-09-14,2015-09-21,2015-09-27,2016-03-11,Growth Stage,3.3,2015-10-30
28378,BdTR5f_R1F,BdTR5f,Clone3,1,700,BVZ0049,SRE,NCRIS-5,4D4,2015-09-14,2015-09-21,2015-09-27,2016-03-29,Growth Stage,2.9,2015-10-30
28379,BdTR10e_R2F,BdTR10e,Clone5,2,732,BVZ0049,SRE,NCRIS-5,5A1,2015-09-14,2015-09-21,2015-09-27,2016-03-13,Growth Stage,3.1,2015-10-30
28380,BdTR10d_R1F,BdTR10d,Clone5,1,731,BVZ0049,SRE,NCRIS-5,5A2,2015-09-14,2015-09-21,2015-09-27,2016-03-15,Growth Stage,3,2015-10-30
28381,BdTR2n_R2F,BdTR2n,Clone1,2,672,BVZ0049,SRE,NCRIS-5,5A3,2015-09-14,2015-09-21,2015-09-27,2016-03-09,Growth Stage,2.9,2015-10-30
28382,BdTR3g_R2F,BdTR3g,Clone2,2,683,BVZ0049,SRE,NCRIS-5,5A4,2015-09-14,2015-09-21,2015-09-27,2016-03-11,Growth Stage,3.4,2015-10-30
28383,BdTR5d_R2F,BdTR5d,Clone3,2,698,BVZ0049,SRE,NCRIS-5,5A5,2015-09-14,2015-09-21,2015-09-27,2016-03-25,Growth Stage,2.9,2015-10-30
